County,Precinct_ID,Ballots cast
APPLING,1b,783
APPLING,1c,540
APPLING,2,1164
APPLING,3a1,539
APPLING,3c,935
APPLING,4b,586
APPLING,4d,976
APPLING,5a,637
APPLING,5b,667
ATKINSON,pearson county,952
ATKINSON,axson,418
ATKINSON,willacoochee,738
ATKINSON,pearson city,419
BACON,douglas,3836
BAKER,anna,96
BAKER,elmodel,239
BAKER,hoggard mill,173
BAKER,milford,175
BAKER,newton,614
BALDWIN,south mill,664
BALDWIN,city hall annex,440
BALDWIN,boddie,618
BALDWIN,courthouse,258
BALDWIN,fire dept,824
BALDWIN,north mill,1410
BALDWIN,meriweather,1827
BALDWIN,east baldwin,2413
BALDWIN,scottsboro,584
BALDWIN,north baldwin,2344
BALDWIN,west baldwin,1179
BALDWIN,east hardwick,566
BALDWIN,west hardwick,1609
BALDWIN,coopers,954
BANKS,anderson,811
BANKS,baldwin,506
BANKS,berlin,211
BANKS,bushville,407
BANKS,columbia,245
BANKS,davids,943
BANKS,golden hill,477
BANKS,grove river,328
BANKS,hollingsworth,405
BANKS,homer,811
BANKS,poplar springs,952
BANKS,washington,405
BANKS,wilmonts,366
BARROW,1 bethlehem community center,1646
BARROW,2 bethlehem church - 211,2147
BARROW,3 bramlett elementary school,1549
BARROW,4 westside middle school,1297
BARROW,5 fire station 1 (statham),2651
BARROW,6 winder barrow high school,1179
BARROW,7 statham elementary school,1694
BARROW,8 first baptist church,1749
BARROW,9 lions club,1982
BARROW,10 leisure services center,1403
BARROW,11 apalachee high school,1839
BARROW,12 midway united methodist church,1465
BARROW,13 winder community center,1338
BARROW,14 cedar creek baptist church,664
BARROW,15 county line elementary school,1895
BARROW,16 the church at winder,2961
BARTOW,adairsville,3338
BARTOW,allatoona,1949
BARTOW,cartersville east,3351
BARTOW,cartersville west,4366
BARTOW,cassville,5598
BARTOW,center,2259
BARTOW,emerson,1589
BARTOW,euharlee,2775
BARTOW,folsom,786
BARTOW,kingston,1414
BARTOW,mission road,2166
BARTOW,pine log,1225
BARTOW,taylorsville,1561
BARTOW,white,1484
BARTOW,zena drive,2702
BARTOW,woodland high,878
Ben_Hill,east,2080
Ben_Hill,west,3485
BERRIEN,west berrien,654
BERRIEN,ray city,981
BERRIEN,nashville,3359
BERRIEN,enigma,574
BERRIEN,alapaha,697
BIBB,east macon 1,861
BIBB,east macon 2,2118
BIBB,east macon 3,1819
BIBB,east macon 4,1245
BIBB,east macon 5,1412
BIBB,godfrey 1,2945
BIBB,godfrey 2,750
BIBB,godfrey 3,1529
BIBB,godfrey 4,911
BIBB,godfrey 5,2380
BIBB,hazzard 1,1729
BIBB,hazzard 2,2386
BIBB,hazzard 3,3783
BIBB,hazzard 4,1469
BIBB,howard 1,2798
BIBB,howard 2,2594
BIBB,howard 3,5428
BIBB,howard 4,1059
BIBB,howard 5,901
BIBB,howard 6,1375
BIBB,howard 7,1808
BIBB,rutland 1,3663
BIBB,rutland 2,2088
BIBB,vineville 1,1895
BIBB,vineville 2,1140
BIBB,vineville 3,1540
BIBB,vineville 4,2098
BIBB,vineville 5,1461
BIBB,vineville 6,1849
BIBB,warrior 1,1753
BIBB,warrior 2,2080
BLECKLEY,fairground,4872
BRANTLEY,hoboken,1880
BRANTLEY,nahunta,2104
BRANTLEY,waynesville,1727
BROOKS,quitman,1930
BROOKS,barwick,213
BROOKS,dixie,640
BROOKS,briggs,1162
BROOKS,pavo,334
BROOKS,nankin,414
BROOKS,morven,1056
BRYAN,pembroke,1268
BRYAN,danielsiding,1302
BRYAN,ellabell,1115
BRYAN,black creek,1331
BRYAN,ways station,854
BRYAN,rh rec complex,1450
BRYAN,j.f. gregory park,1811
BRYAN,keller,2464
BRYAN,hwy 144 east,2387
BRYAN,public safety complex,1037
BULLOCH,lockhart,445
BULLOCH,emit,1724
BULLOCH,statesboro,3223
BULLOCH,portal,941
BULLOCH,fair,3429
BULLOCH,church,3066
BULLOCH,pittman park,2392
BULLOCH,leefield,555
BULLOCH,blitch,1308
BULLOCH,hagin,1355
BULLOCH,brooklet,1871
BULLOCH,stilson,1047
BULLOCH,bay,913
BULLOCH,nevils,670
BULLOCH,sinkhole,324
BULLOCH,register,483
BURKE,alexander,240
BURKE,four points,1197
BURKE,girard,421
BURKE,gough,261
BURKE,greenscut,582
BURKE,keysville,210
BURKE,midville,264
BURKE,munnerlyn,174
BURKE,sardis,533
BURKE,scotts crossroads,174
BURKE,telfair,537
BURKE,st. clair,263
BURKE,vidette,193
BURKE,north waynesboro,1526
BURKE,south waynesboro,1878
BURKE,blakeney,305
BUTTS,butts co admin bldg,8892
CALHOUN,leary,467
CALHOUN,morgan,425
CALHOUN,edison,260
CALHOUN,edison-arlington,364
CALHOUN,arlington,396
CAMDEN,tarboro,538
CAMDEN,waverly,941
CAMDEN,woodbine,1081
CAMDEN,browntown,352
CAMDEN,harrietts bluff,1016
CAMDEN,west kingsland,1284
CAMDEN,north kingsland,1201
CAMDEN,kingsland,943
CAMDEN,east kingsland,3054
CAMDEN,north st marys,636
CAMDEN,mary lee clark,1500
CAMDEN,south st marys,1228
CAMDEN,mush bluff,1319
CAMDEN,west saint marys,2026
CANDLER,metter -1685,1946
CANDLER,candler-1736,1603
CARROLL,kansas (1006),649
CARROLL,bowdon (1111),1567
CARROLL,sandhill (1122),2229
CARROLL,center point (1152),1061
CARROLL,mt zion (1240),1271
CARROLL,burwell (1371),818
CARROLL,clem (1483),2147
CARROLL,bowdon junction (1496),710
CARROLL,tyus (1533),1071
CARROLL,fairfield (1540),2349
CARROLL,hulett (1542),1391
CARROLL,bethany (501),2081
CARROLL,v r county south (640),1484
CARROLL,v r county north (641),2538
CARROLL,villa rica city (642),3048
CARROLL,temple county (649),1938
CARROLL,temple city (650),1641
CARROLL,whitesburg (682),1132
CARROLL,roopville (713),1777
CARROLL,west carrollton (714a1),1759
CARROLL,lakeshore rec (714a2),828
CARROLL,bonner (714a3),1922
CARROLL,university of w. ga (714a4),1255
CARROLL,county admin bldg (714a5),1364
CARROLL,tabernacle church (714a6),864
CARROLL,burson (714bn),787
CARROLL,old camp church (714bw),1386
CARROLL,oak grove (715),892
CATOOSA,blackstock,911
CATOOSA,boynton,3287
CATOOSA,catoosa keith,1390
CATOOSA,chambers,1590
CATOOSA,fort oglethorpe,1988
CATOOSA,graysville,2266
CATOOSA,lakeview,1540
CATOOSA,poplar springs,2286
CATOOSA,ringgold,4122
CATOOSA,westside,2780
CATOOSA,woodstation,1676
CHARLTON,folkston,1201
CHARLTON,ga bend,232
CHARLTON,st. george,322
CHARLTON,american legion,473
CHARLTON,homeland,428
CHARLTON,folkston fire station,398
CHARLTON,racepond,178
CHARLTON,winokur,159
CHATHAM,1-01 first presbyterian church,2191
CHATHAM,1-05 jea building,1355
CHATHAM,1-06 central chur of christ,1309
CHATHAM,1-08 grace united meth chur,1019
CHATHAM,1-09 immanuel bapt church,338
CHATHAM,1-10 saint thomas episcopal church,789
CHATHAM,1-12 isle of hope baptist,1404
CHATHAM,1-13 the sanctuary,805
CHATHAM,1-14 st luke church,1108
CHATHAM,1-16 ferguson ave baptist,1682
CHATHAM,1-17 islands christian church,2030
CHATHAM,2-02 blackshear comm ctr,689
CHATHAM,2-03 w. w. law center,747
CHATHAM,2-04 fellowship of love,1426
CHATHAM,2-05 holy spirit lutheran,1053
CHATHAM,2-06 eli whitney,291
CHATHAM,2-07 christ comm. church,1390
CHATHAM,2-09 the salvation army,1646
CHATHAM,2-11 stillwell towers ,863
CHATHAM,2-12 williams court,812
CHATHAM,3-01 old courthouse,270
CHATHAM,3-02 rose of sharon,939
CHATHAM,3-03 savannah high school,475
CHATHAM,3-04 first african baptist,770
CHATHAM,3-05 aldersgate youth cent,975
CHATHAM,3-08 jenkins high school,685
CHATHAM,3-09 cokesbury methodist,456
CHATHAM,3-10 bible baptist church,1361
CHATHAM,3-11 southside bapt church,690
CHATHAM,3-12 thunderbolt muni. complex,990
CHATHAM,3-13 new cov 7 day adv ch,1310
CHATHAM,3-14 oglethorpe,1264
CHATHAM,3-15 eli whitney complex,492
CHATHAM,4-02 frank murray comm ct,1324
CHATHAM,4-04 lighthouse baptist ch,1467
CHATHAM,4-05 st francis episcopal,1478
CHATHAM,4-06 first baptist church,1462
CHATHAM,4-07 wilm is un meth ch,1906
CHATHAM,4-08 wilmington island pr,1801
CHATHAM,4-10 guard house comm ctr,991
CHATHAM,4-11 tybee island school cafe,1073
CHATHAM,4-12 st peters episcopal,1707
CHATHAM,4-13 skid is pres church,1831
CHATHAM,4-14 skidaway island methodist church,1317
CHATHAM,4-15 skidaway island state park,1384
CHATHAM,5-01 bartlett middle sch,505
CHATHAM,5-02 senior citizens cent,346
CHATHAM,5-03 butler presbyterian,500
CHATHAM,5-05 liberty city comm ctr,1431
CHATHAM,5-06 seed church,1040
CHATHAM,5-07 elks lodge,853
CHATHAM,5-08 savannah primitive,928
CHATHAM,5-10 jonesville bapt church,1686
CHATHAM,5-11 largo-tibet elem,1372
CHATHAM,6-01 white bluff pres chr,966
CHATHAM,6-02 windsor forest baptist,1567
CHATHAM,6-03 crusader comm ctr,1544
CHATHAM,6-05 windsor forest golde,999
CHATHAM,6-06 the light,742
CHATHAM,6-08 savannah commons,1040
CHATHAM,6-09 trinity lutheran ch,1924
CHATHAM,6-10 georgetown elem,2314
CHATHAM,6-11 bamboo farms,2128
CHATHAM,7-01 garden city senior ctr,710
CHATHAM,7-03 p b edwards gym,610
CHATHAM,7-04 lake shore comm ctr,1392
CHATHAM,7-05 woodlawn bapt ch,592
CHATHAM,7-06 pooler city hall,1551
CHATHAM,7-07 rothwell bapt ch,2933
CHATHAM,7-08 bloomingdale com ctr,1182
CHATHAM,7-09 savannah holy,1184
CHATHAM,7-10 progressive rec ctr,1824
CHATHAM,7-11 seventh day adv chr,2063
CHATHAM,7-12 pooler church,2871
CHATHAM,7-13 southside fire,1612
CHATHAM,7-14 coastal cathedral,3479
CHATHAM,7-15 rice creek school,1096
CHATHAM,8-01 civic center,320
CHATHAM,8-02 hellenic center,857
CHATHAM,8-03 silk hope bapt ch,358
CHATHAM,8-05 w broad st ymca,551
CHATHAM,8-06 tompkins rec ctr,487
CHATHAM,8-07 woodville-tompkins,294
CHATHAM,8-08 resur of our lord ch,799
CHATHAM,8-09 moses jackson ctr,649
CHATHAM,8-10 carver heights comm,882
CHATHAM,8-11 butler elem school,835
CHATHAM,8-12 beach high school,480
CHATHAM,8-13 savannah christ. sch,306
CHATHAM,8-15 garden city rec ctr,674
CHATTAHOOCHEE,chattahoochee acvitity center,1107
CHATTOOGA,cloudland,212
CHATTOOGA,pennville,269
CHATTOOGA,coldwater,156
CHATTOOGA,dirtseller,116
CHATTOOGA,lyerly,512
CHATTOOGA,trion,1653
CHATTOOGA,summerville,2603
CHATTOOGA,teloga,347
CHATTOOGA,dirttown,556
CHATTOOGA,seminole,86
CHATTOOGA,subligna,309
CHATTOOGA,alpine,550
CHATTOOGA,haywood,95
CHEROKEE,air acres,1857
CHEROKEE,arnold mill,2995
CHEROKEE,avery,2085
CHEROKEE,ball ground,2262
CHEROKEE,bascomb,2512
CHEROKEE,bells,2912
CHEROKEE,booth,2456
CHEROKEE,bradshaw,2931
CHEROKEE,bridgemill,3124
CHEROKEE,canton,3784
CHEROKEE,carmel,2201
CHEROKEE,woodstock,3615
CHEROKEE,clayton,2358
CHEROKEE,conns creek,508
CHEROKEE,deer run,1812
CHEROKEE,dixie,3026
CHEROKEE,freehome,3464
CHEROKEE,hickory flat,3808
CHEROKEE,hightower,2102
CHEROKEE,hillside,2144
CHEROKEE,holly springs,1447
CHEROKEE,kellogg,2728
CHEROKEE,liberty,4296
CHEROKEE,little river,4423
CHEROKEE,macedonia,3060
CHEROKEE,mountain road,1965
CHEROKEE,oak grove,2068
CHEROKEE,r m moore,1943
CHEROKEE,r t jones,1225
CHEROKEE,rosecreek,2400
CHEROKEE,salacoa,388
CHEROKEE,sixes,1973
CHEROKEE,sutallee,1528
CHEROKEE,teasley,4393
CHEROKEE,toonigh,3723
CHEROKEE,union hill,2575
CHEROKEE,univeter,3071
CHEROKEE,victoria,1762
CHEROKEE,waleska,1712
CHEROKEE,wildcat,1889
CHEROKEE,woodlands,2066
CHEROKEE,neese,4041
CLARKE,1a w'ville train depot,1542
CLARKE,1b e. athens baptist,2025
CLARKE,1c barnett shls school,1553
CLARKE,1d whit davis school,2031
CLARKE,2a judia j. harris sch,1845
CLARKE,2b howard stroud school,2273
CLARKE,3a clarke central high,1245
CLARKE,3b thomas n. lay park,2358
CLARKE,4a athens transit ctr,1026
CLARKE,4b memorial park,2612
CLARKE,5a oglethorpe school,2015
CLARKE,5b whitehead rd school,1791
CLARKE,5c chase street school,1477
CLARKE,5d acc fleet mgt bldg,1483
CLARKE,6a cleveland rd school,1906
CLARKE,6b georgia square mall,2329
CLARKE,6c timothy rd elem schl,1986
CLARKE,6d firestation #4,1141
CLARKE,7a timothy bptst church,1845
CLARKE,7b athens regional library,1986
CLARKE,7c firestation #3,1867
CLARKE,8a gaines school,1838
CLARKE,8b cedar shls high sch,1254
CLARKE,8c firestation #7,2022
CLAY,bluffton,225
CLAY,zetto,220
CLAY,courthouse,201
CLAY,old head start,264
CLAY,day's cross roads,281
CLAYTON,ellenwood,3743
CLAYTON,forest park 1,1299
CLAYTON,forest park 2,1203
CLAYTON,forest park 3,1130
CLAYTON,forest park 4,806
CLAYTON,forest park 5,1505
CLAYTON,forest park 6,632
CLAYTON,jonesboro 1,2407
CLAYTON,jonesboro 2,2177
CLAYTON,jonesboro 3,2167
CLAYTON,jonesboro 4,963
CLAYTON,jonesboro 5,1075
CLAYTON,jonesboro 6,1717
CLAYTON,jonesboro 7,1731
CLAYTON,jonesboro 8,1619
CLAYTON,jonesboro 9,566
CLAYTON,jonesboro 10,1353
CLAYTON,jonesboro 11,2189
CLAYTON,jonesboro 12,1433
CLAYTON,jonesboro 13,1180
CLAYTON,jonesboro 14,2638
CLAYTON,jonesboro 15,1124
CLAYTON,jonesboro 16,1147
CLAYTON,jonesboro 17,2268
CLAYTON,jonesboro 18,1582
CLAYTON,lake city,1306
CLAYTON,lovejoy 1,2166
CLAYTON,lovejoy 2,1565
CLAYTON,lovejoy 3,3654
CLAYTON,lovejoy 4,2280
CLAYTON,lovejoy 5,1614
CLAYTON,morrow 1,1481
CLAYTON,morrow 2,977
CLAYTON,morrow 3,2215
CLAYTON,morrow 4,935
CLAYTON,morrow 5,3021
CLAYTON,morrow 6,1542
CLAYTON,morrow 7,920
CLAYTON,morrow 8,1713
CLAYTON,morrow 9,731
CLAYTON,oak 1,1201
CLAYTON,oak 2,797
CLAYTON,oak 3,1749
CLAYTON,oak 4,1790
CLAYTON,panhandle 1,1864
CLAYTON,panhandle 2,1847
CLAYTON,riverdale 1,1379
CLAYTON,riverdale 2,1652
CLAYTON,riverdale 3,1755
CLAYTON,riverdale 4,1848
CLAYTON,riverdale 5,1511
CLAYTON,riverdale 6,1353
CLAYTON,riverdale 7,1078
CLAYTON,riverdale 8,1661
CLAYTON,riverdale 9,1362
CLAYTON,riverdale 10,1145
CLAYTON,riverdale 11,1028
CLAYTON,riverdale 12,1609
CLINCH,arabia,67
CLINCH,argyle,180
CLINCH,dupont,168
CLINCH,fargo,150
CLINCH,homerville,1703
COBB,acworth 1a,2925
COBB,acworth 1b,2690
COBB,acworth 1c,2513
COBB,addison 01,1633
COBB,austell 1a,2347
COBB,bells ferry 02,1809
COBB,bells ferry 03,3520
COBB,big shanty 01,1441
COBB,big shanty 02,1954
COBB,baker 01,2546
COBB,birney 01,1488
COBB,birney 02,2401
COBB,bryant 01,1285
COBB,bryant 02,2463
COBB,blackwell 01,1638
COBB,chattahoochee 01,3008
COBB,cheatham hill 02,1975
COBB,cheatham hill 03,2705
COBB,chalker 01,2776
COBB,clarkdale 01,1040
COBB,clarkdale 02,2984
COBB,cooper 01,2558
COBB,chestnut ridge 01,2130
COBB,dickerson 01,1949
COBB,dobbins 01,2741
COBB,dowell 01,2095
COBB,dodgen 01,1457
COBB,durham 01,2647
COBB,davis 01,1339
COBB,eastside 01,2143
COBB,eastside 02,2759
COBB,elizabeth 01,1769
COBB,elizabeth 02,1575
COBB,elizabeth 03,1830
COBB,elizabeth 04,1671
COBB,elizabeth 05,1958
COBB,east piedmont 01,1414
COBB,fair oaks 02,2795
COBB,fair oaks 04,2068
COBB,fullers park 01,2262
COBB,ford 01,2045
COBB,frey 01,1605
COBB,garrison mill 01,1925
COBB,gritters 01,2380
COBB,harmony-leland 01,3696
COBB,harrison 01,2019
COBB,hightower 01,2803
COBB,hayes 01,2575
COBB,kennesaw 1a,1242
COBB,kennesaw 2a,2086
COBB,kennesaw 3a,3125
COBB,kennesaw 4a,2060
COBB,kennesaw 5a,3403
COBB,kell 01,1325
COBB,kemp 01,1286
COBB,kemp 02,2614
COBB,kemp 03,2642
COBB,lassiter 01,2405
COBB,lindley 01,3085
COBB,lost mountain 01,2405
COBB,lost mountain 02,2703
COBB,lost mountain 03,3477
COBB,lost mountain 04,1770
COBB,mableton 01,2748
COBB,mableton 02,1520
COBB,mableton 03,1809
COBB,mableton 04,1058
COBB,mabry 01,1205
COBB,macland 01,2359
COBB,murdock 01,2592
COBB,mceachern 01,2187
COBB,mccleskey 01,1212
COBB,mcclure 01,2111
COBB,marietta 1a,1837
COBB,marietta 2a,1505
COBB,marietta 2b,2580
COBB,marietta 3a,3633
COBB,marietta 4a,1454
COBB,marietta 4b,1276
COBB,marietta 4c,1918
COBB,marietta 5a,1555
COBB,marietta 5b,1147
COBB,marietta 6a,1210
COBB,marietta 6b,1877
COBB,marietta 7a,1473
COBB,mars hill 01,2058
COBB,mars hill 02,1626
COBB,mount bethel 01,2761
COBB,mount bethel 03,2163
COBB,mount bethel 04,2120
COBB,north cobb 01,1353
COBB,nickajack 01,2917
COBB,norton park 01,2535
COBB,nicholson 01,1513
COBB,oakdale 01,2446
COBB,oregon 01,1165
COBB,oregon 02,3184
COBB,oregon 03,2510
COBB,oregon 04,2617
COBB,oregon 05,2458
COBB,pebblebrook 01,2758
COBB,powers ferry 01,2029
COBB,pine mountain 01,2278
COBB,pine mountain 02,2168
COBB,post oak 01,2443
COBB,pope 01,2057
COBB,palmer 01,1577
COBB,powder springs 1a,2746
COBB,powder springs 2a,1860
COBB,powder springs 3a,2160
COBB,pitner 01,1653
COBB,rocky mount 01,2176
COBB,riverside 01,984
COBB,roswell 01,3709
COBB,roswell 02,2495
COBB,sandy plains 01,1900
COBB,shallowford falls 01,2310
COBB,simpson 01,1259
COBB,sewell mill 01,2245
COBB,sewell mill 03,2580
COBB,smyrna 1a,2002
COBB,smyrna 2a,2957
COBB,smyrna 3a,3877
COBB,smyrna 4a,3811
COBB,smyrna 5a,2248
COBB,smyrna 6a,3854
COBB,smyrna 7a,4217
COBB,sope creek 01,1593
COBB,sope creek 02,2957
COBB,sope creek 03,1829
COBB,sweetwater 01,1952
COBB,sweetwater 02,1486
COBB,terrell mill 01,2918
COBB,timber ridge 01,1714
COBB,vaughan 01,2081
COBB,vinings 01,1716
COBB,vinings 02,3493
COBB,vinings 03,2606
COBB,vinings 04,2340
COBB,wade green 02,2806
COBB,willeo 01,1975
COFFEE,douglas,8379
COFFEE,ambrose,1188
COFFEE,bridgetown,208
COFFEE,broxton,1374
COFFEE,nicholls,966
COFFEE,west green,554
COLQUITT,shaw,1251
COLQUITT,moultrie,2374
COLQUITT,autreyville,762
COLQUITT,bridgecreek,732
COLQUITT,crosland,153
COLQUITT,doerun,383
COLQUITT,funston,671
COLQUITT,hamilton,434
COLQUITT,hartsfield,282
COLQUITT,hopewell,945
COLQUITT,lee,530
COLQUITT,millcreek,259
COLQUITT,monk,878
COLQUITT,murphy,635
COLQUITT,norman park,1238
COLQUITT,robinson,514
COLQUITT,thigpen,145
COLQUITT,tyty,264
COLQUITT,warrior,551
COLUMBIA,kiokee baptist church,1722
COLUMBIA,lewis methodist church,1986
COLUMBIA,woodlawn baptist church,856
COLUMBIA,patriots park,2325
COLUMBIA,new life church,2044
COLUMBIA,harlem branch,2169
COLUMBIA,bessie thomas center,1226
COLUMBIA,philadelphia church,1282
COLUMBIA,liberty park,1634
COLUMBIA,grovetown methodist church,1144
COLUMBIA,g a apostolic church,935
COLUMBIA,grovetown middle school,1552
COLUMBIA,warren baptist,1403
COLUMBIA,eubank/blanchard center,964
COLUMBIA,second mt. carmel,474
COLUMBIA,damascus baptist church,662
COLUMBIA,col cty bd of edu,1300
COLUMBIA,greenbrier high,1925
COLUMBIA,redeemer church,2767
COLUMBIA,riverside elementary,892
COLUMBIA,grace baptist church,2105
COLUMBIA,christ sanctified,1501
COLUMBIA,blanchard park,994
COLUMBIA,mtz col fire dept #4,1091
COLUMBIA,belair baptist,1474
COLUMBIA,marvin methodist church,1146
COLUMBIA,westside bapt church,1052
COLUMBIA,trinity bapt church,687
COLUMBIA,abilene baptist,1160
COLUMBIA,augusta christian,1295
COLUMBIA,stevens creek elem,1130
COLUMBIA,gospel water branch,1176
COLUMBIA,genesis church,1203
COLUMBIA,stevens creek church,1894
COLUMBIA,mtz col fire hdqtr,669
COLUMBIA,lakeside middle,1046
COLUMBIA,martinez baptist,1033
COLUMBIA,gold cross ems,1183
COLUMBIA,church of our savior,1268
COLUMBIA,west acres baptist,1520
COLUMBIA,journey comm. church,886
COLUMBIA,wesley methodist,1580
COLUMBIA,col cty main library,1352
COLUMBIA,christ church,1328
COLUMBIA,blue ridge elementary,1294
COLUMBIA,christ the king luth ch,1450
COOK,cecil,913
COOK,delle beamguard,1390
COOK,elm pine,266
COOK,lenox,731
COOK,massee,533
COOK,new life bapt. church,737
COOK,riverbend,771
COOK,sparks,475
COWETA,senoia,3252
COWETA,moreland,1639
COWETA,pine road,1172
COWETA,dresden,533
COWETA,newnan,1717
COWETA,sharpsburg,2821
COWETA,fischer road,2537
COWETA,cedar creek,3345
COWETA,grantville,1413
COWETA,haralson,1348
COWETA,welcome,1925
COWETA,panther creek,1660
COWETA,raymond,1493
COWETA,turin,2590
COWETA,smokey road,1354
COWETA,central,1742
COWETA,arts centre,7006
COWETA,greentop,1617
COWETA,expo center,1205
COWETA,white oak,2831
COWETA,madras,2653
COWETA,cannongate,2371
COWETA,westside,441
COWETA,northside,1459
COWETA,thomas crossroads,3208
COWETA,coweta central library,1028
COWETA,jefferson parkway,3834
CRAWFORD,1a,291
CRAWFORD,1b,613
CRAWFORD,2,1055
CRAWFORD,3,987
CRAWFORD,4,1002
CRAWFORD,5,1005
CRISP,arabi,459
CRISP,coney,624
CRISP,cordele,4670
CRISP,jamestown,826
CRISP,listonia,503
DADE,south dade,470
DADE,new salem,714
DADE,davis,951
DADE,new home,376
DADE,west brow,662
DADE,trenton,1380
DADE,north dade,925
DAWSON,west,1732
DAWSON,central,5122
DAWSON,east,4752
DECATUR,mt pleasant,365
DECATUR,recovery,409
DECATUR,kendrick,319
DECATUR,climax,646
DECATUR,brinson,495
DECATUR,west bainbridge,1154
DECATUR,bainbridge-coliseum,3150
DECATUR,bridge-fairgrounds,1610
DECATUR,attapulgus,1024
DEKALB,allgood elem,1641
DEKALB,ashford dunwoody rd,2165
DEKALB,ashford park elem,1715
DEKALB,ashford parkside,2339
DEKALB,austin,1916
DEKALB,austin drive,1158
DEKALB,avondale,2210
DEKALB,avondale high - 04,1279
DEKALB,avondale high - 05,989
DEKALB,bethune middle,2462
DEKALB,bouldercrest rd,1208
DEKALB,boulevard,3110
DEKALB,briar vista elem,1860
DEKALB,briarcliff,1954
DEKALB,briarlake elem,1299
DEKALB,briarwood,1461
DEKALB,brockett,1623
DEKALB,brockett elem,1619
DEKALB,brookhaven,2294
DEKALB,browns mill elem,2379
DEKALB,burgess elem,2288
DEKALB,canby lane elem,1106
DEKALB,candler,1642
DEKALB,candler-murphey candler elem,2079
DEKALB,cedar grove elem,2375
DEKALB,cedar grove middle,804
DEKALB,cedar grove south,2334
DEKALB,chamblee ,1220
DEKALB,chamblee 2,1909
DEKALB,chapel hill elem,1952
DEKALB,chesnut elem,1419
DEKALB,clairemont east,2442
DEKALB,clairemont west,2550
DEKALB,clairmont road,1961
DEKALB,clarkston,2684
DEKALB,clifton,897
DEKALB,columbia drive,1130
DEKALB,columbia elem,730
DEKALB,columbia middle,1003
DEKALB,coan recreation center,2450
DEKALB,coralwood,2350
DEKALB,covington,892
DEKALB,covington highway,305
